halqa_id,name,political_party,
NA-209,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-209,Akram Khan,Independent,182
NA-209,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-209,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-209,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-209,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-209,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-209,Hidayatullah Khan Afridi Advocate,Independent,61
NA-209,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-209,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-209,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-209,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-209,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-209,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-209,Pir Abdur Rehman,Independent,265
NA-209,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-209,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-209,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-210,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-210,Akram Khan,Independent,182
NA-210,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-210,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-210,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-210,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-210,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-210,Hidayatullah Khan Afridi Advocate,Independent,61
NA-210,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-210,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-210,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-210,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-210,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-210,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-210,Pir Abdur Rehman,Independent,265
NA-210,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-210,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-210,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-211,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-211,Akram Khan,Independent,182
NA-211,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-211,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-211,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-211,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-211,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-211,Hidayatullah Khan Afridi Advocate,Independent,61
NA-211,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-211,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-211,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-211,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-211,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-211,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-211,Pir Abdur Rehman,Independent,265
NA-211,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-211,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-211,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-212,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-212,Akram Khan,Independent,182
NA-212,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-212,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-212,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-212,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-212,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-212,Hidayatullah Khan Afridi Advocate,Independent,61
NA-212,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-212,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-212,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-212,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-212,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-212,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-212,Pir Abdur Rehman,Independent,265
NA-212,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-212,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-212,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-213,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-213,Akram Khan,Independent,182
NA-213,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-213,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-213,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-213,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-213,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-213,Hidayatullah Khan Afridi Advocate,Independent,61
NA-213,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-213,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-213,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-213,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-213,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-213,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-213,Pir Abdur Rehman,Independent,265
NA-213,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-213,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-213,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-214,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-214,Akram Khan,Independent,182
NA-214,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-214,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-214,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-214,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-214,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-214,Hidayatullah Khan Afridi Advocate,Independent,61
NA-214,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-214,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-214,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-214,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-214,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-214,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-214,Pir Abdur Rehman,Independent,265
NA-214,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-214,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-214,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-215,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-215,Akram Khan,Independent,182
NA-215,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-215,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-215,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-215,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-215,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-215,Hidayatullah Khan Afridi Advocate,Independent,61
NA-215,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-215,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-215,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-215,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-215,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-215,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-215,Pir Abdur Rehman,Independent,265
NA-215,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-215,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-215,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-216,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-216,Akram Khan,Independent,182
NA-216,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-216,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-216,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-216,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-216,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-216,Hidayatullah Khan Afridi Advocate,Independent,61
NA-216,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-216,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-216,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-216,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-216,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-216,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-216,Pir Abdur Rehman,Independent,265
NA-216,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-216,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-216,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-217,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-217,Akram Khan,Independent,182
NA-217,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-217,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-217,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-217,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-217,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-217,Hidayatullah Khan Afridi Advocate,Independent,61
NA-217,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-217,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-217,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-217,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-217,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-217,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-217,Pir Abdur Rehman,Independent,265
NA-217,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-217,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-217,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-218,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-218,Akram Khan,Independent,182
NA-218,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-218,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-218,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-218,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-218,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-218,Hidayatullah Khan Afridi Advocate,Independent,61
NA-218,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-218,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-218,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-218,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-218,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-218,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-218,Pir Abdur Rehman,Independent,265
NA-218,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-218,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-218,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-219,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-219,Akram Khan,Independent,182
NA-219,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-219,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-219,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-219,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-219,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-219,Hidayatullah Khan Afridi Advocate,Independent,61
NA-219,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-219,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-219,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-219,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-219,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-219,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-219,Pir Abdur Rehman,Independent,265
NA-219,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-219,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-219,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-220,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-220,Akram Khan,Independent,182
NA-220,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-220,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-220,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-220,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-220,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-220,Hidayatullah Khan Afridi Advocate,Independent,61
NA-220,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-220,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-220,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-220,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-220,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-220,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-220,Pir Abdur Rehman,Independent,265
NA-220,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-220,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-220,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-221,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-221,Akram Khan,Independent,182
NA-221,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-221,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-221,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-221,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-221,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-221,Hidayatullah Khan Afridi Advocate,Independent,61
NA-221,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-221,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-221,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-221,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-221,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-221,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-221,Pir Abdur Rehman,Independent,265
NA-221,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-221,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-221,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-222,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-222,Akram Khan,Independent,182
NA-222,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-222,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-222,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-222,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-222,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-222,Hidayatullah Khan Afridi Advocate,Independent,61
NA-222,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-222,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-222,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-222,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-222,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-222,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-222,Pir Abdur Rehman,Independent,265
NA-222,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-222,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-222,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-223,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-223,Akram Khan,Independent,182
NA-223,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-223,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-223,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-223,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-223,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-223,Hidayatullah Khan Afridi Advocate,Independent,61
NA-223,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-223,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-223,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-223,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-223,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-223,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-223,Pir Abdur Rehman,Independent,265
NA-223,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-223,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-223,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-224,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-224,Akram Khan,Independent,182
NA-224,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-224,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-224,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-224,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-224,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-224,Hidayatullah Khan Afridi Advocate,Independent,61
NA-224,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-224,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-224,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-224,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-224,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-224,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-224,Pir Abdur Rehman,Independent,265
NA-224,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-224,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-224,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-225,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-225,Akram Khan,Independent,182
NA-225,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-225,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-225,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-225,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-225,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-225,Hidayatullah Khan Afridi Advocate,Independent,61
NA-225,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-225,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-225,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-225,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-225,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-225,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-225,Pir Abdur Rehman,Independent,265
NA-225,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-225,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-225,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-226,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-226,Akram Khan,Independent,182
NA-226,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-226,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-226,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-226,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-226,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-226,Hidayatullah Khan Afridi Advocate,Independent,61
NA-226,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-226,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-226,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-226,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-226,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-226,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-226,Pir Abdur Rehman,Independent,265
NA-226,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-226,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-226,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-227,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-227,Akram Khan,Independent,182
NA-227,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-227,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-227,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-227,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-227,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-227,Hidayatullah Khan Afridi Advocate,Independent,61
NA-227,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-227,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-227,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-227,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-227,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-227,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-227,Pir Abdur Rehman,Independent,265
NA-227,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-227,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-227,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-228,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-228,Akram Khan,Independent,182
NA-228,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-228,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-228,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-228,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-228,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-228,Hidayatullah Khan Afridi Advocate,Independent,61
NA-228,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-228,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-228,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-228,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-228,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-228,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-228,Pir Abdur Rehman,Independent,265
NA-228,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-228,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-228,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
NA-229,Aamir Shehzad Hashmi,MustaqbIl Pakistan,77
NA-229,Akram Khan,Independent,182
NA-229,Alhaaj Ghulam Ahmad Bilour,Awami National Party,24468
NA-229,Amir Syed,Pakistan Peoples Party (Shaheed Bhutto),454
NA-229,Bashir Ahmad Afridi,Muttahida Qaumi Movement Pakistan,117
NA-229,Haji Shah Nawaz,Jamiat Ulama-e-Islam (F),4738
NA-229,Hazrat Muhammad alias Babo Maavia,MUTAHIDA DEENI MAHAZ,4827
NA-229,Hidayatullah Khan Afridi Advocate,Independent,61
NA-229,Imran Khan,Pakistan Tehreek-e-Insaf,90500
NA-229,Jan Alam Khan Paracha,Qaumi Watan Party (Sherpao),1694
NA-229,Khalid Tanveer Rohela Advocate,Pakistan Muslim League (J),70
NA-229,Moeen ud Din,Jumiat Ulma-e-Islam(Nazryati),42
NA-229,Muhammad Afzal Khan Panyala,Pakistan Muslim League (N),4232
NA-229,Muhammad Zulfiqar Afghani,Pakistan Peoples Party Parliamentarians,7121
NA-229,Pir Abdur Rehman,Independent,265
NA-229,Shabir Ahmad Khan,Jamaat-e-Islami Pakistan,7051
NA-229,Syed Muhammad Sibtain Taj Agha,Jamiat Ulama-e-Pakistan (Noorani),100
NA-229,Tariq Saeed,Pakistan Insani Haqook Party (Pakistan Human Rights Party),45
